county_state,county,state_id,state_name
Gloucester_New Jersey,Gloucester,NJ,New Jersey
Ingham_Michigan,Ingham,MI,Michigan
Lexington_South Carolina,Lexington,SC,South Carolina
Leon_Florida,Leon,FL,Florida
Greene_Missouri,Greene,MO,Missouri
Chatham_Georgia,Chatham,GA,Georgia
Ottawa_Michigan,Ottawa,MI,Michigan
Winnebago_Illinois,Winnebago,IL,Illinois
Clayton_Georgia,Clayton,GA,Georgia
San Luis Obispo_California,San Luis Obispo,CA,California
Thurston_Washington,Thurston,WA,Washington
Cleveland_Oklahoma,Cleveland,OK,Oklahoma
Dauphin_Pennsylvania,Dauphin,PA,Pennsylvania
Santa Cruz_California,Santa Cruz,CA,California
Erie_Pennsylvania,Erie,PA,Pennsylvania
Webb_Texas,Webb,TX,Texas
Merced_California,Merced,CA,California
St. Joseph_Indiana,St. Joseph,IN,Indiana
New London_Connecticut,New London,CT,Connecticut
Atlantic_New Jersey,Atlantic,NJ,New Jersey
Kitsap_Washington,Kitsap,WA,Washington
York_South Carolina,York,SC,South Carolina
Benton_Arkansas,Benton,AR,Arkansas
Alachua_Florida,Alachua,FL,Florida
Madison_Illinois,Madison,IL,Illinois
Kalamazoo_Michigan,Kalamazoo,MI,Michigan
St. Clair_Illinois,St. Clair,IL,Illinois
Brown_Wisconsin,Brown,WI,Wisconsin
Marin_California,Marin,CA,California
Buncombe_North Carolina,Buncombe,NC,North Carolina
Washington_Minnesota,Washington,MN,Minnesota
St. Tammany_Louisiana,St. Tammany,LA,Louisiana
Jefferson_Texas,Jefferson,TX,Texas
Harford_Maryland,Harford,MD,Maryland
Weber_Utah,Weber,UT,Utah
Frederick_Maryland,Frederick,MD,Maryland
McLennan_Texas,McLennan,TX,Texas
Yakima_Washington,Yakima,WA,Washington
Cumberland_Pennsylvania,Cumberland,PA,Pennsylvania
Cherokee_Georgia,Cherokee,GA,Georgia
Caddo_Louisiana,Caddo,LA,Louisiana
St. Johns_Florida,St. Johns,FL,Florida
Norfolk_Virginia,Norfolk,VA,Virginia
Clay_Missouri,Clay,MO,Missouri
Lafayette_Louisiana,Lafayette,LA,Louisiana
Chesapeake_Virginia,Chesapeake,VA,Virginia
Hinds_Mississippi,Hinds,MS,Mississippi
Arlington_Virginia,Arlington,VA,Virginia
Washington_Arkansas,Washington,AR,Arkansas
Union_North Carolina,Union,NC,North Carolina
Mahoning_Ohio,Mahoning,OH,Ohio
Oneida_New York,Oneida,NY,New York
Lake_Ohio,Lake,OH,Ohio
Warren_Ohio,Warren,OH,Ohio
Saratoga_New York,Saratoga,NY,New York
Forsyth_Georgia,Forsyth,GA,Georgia
Yavapai_Arizona,Yavapai,AZ,Arizona
New Hanover_North Carolina,New Hanover,NC,North Carolina
Smith_Texas,Smith,TX,Texas
Montgomery_Alabama,Montgomery,AL,Alabama
Richmond_Virginia,Richmond,VA,Virginia
Butte_California,Butte,CA,California
Williamson_Tennessee,Williamson,TN,Tennessee
Henry_Georgia,Henry,GA,Georgia
Sussex_Delaware,Sussex,DE,Delaware
Jefferson_Missouri,Jefferson,MO,Missouri
Linn_Iowa,Linn,IA,Iowa
Brazos_Texas,Brazos,TX,Texas
Whatcom_Washington,Whatcom,WA,Washington
Gaston_North Carolina,Gaston,NC,North Carolina
Canyon_Idaho,Canyon,ID,Idaho
Yolo_California,Yolo,CA,California
Jackson_Oregon,Jackson,OR,Oregon
Doña Ana_New Mexico,Doña Ana,NM,New Mexico
Berkeley_South Carolina,Berkeley,SC,South Carolina
Barnstable_Massachusetts,Barnstable,MA,Massachusetts
Shelby_Alabama,Shelby,AL,Alabama
Hays_Texas,Hays,TX,Texas
Baldwin_Alabama,Baldwin,AL,Alabama
Clay_Florida,Clay,FL,Florida
Niagara_New York,Niagara,NY,New York
Lackawanna_Pennsylvania,Lackawanna,PA,Pennsylvania
Champaign_Illinois,Champaign,IL,Illinois
Yuma_Arizona,Yuma,AZ,Arizona
Mohave_Arizona,Mohave,AZ,Arizona
Tuscaloosa_Alabama,Tuscaloosa,AL,Alabama
Washington_Pennsylvania,Washington,PA,Pennsylvania
Cabarrus_North Carolina,Cabarrus,NC,North Carolina
Elkhart_Indiana,Elkhart,IN,Indiana
Harrison_Mississippi,Harrison,MS,Mississippi
York_Maine,York,ME,Maine
Clermont_Ohio,Clermont,OH,Ohio
Okaloosa_Florida,Okaloosa,FL,Florida
Richmond_Georgia,Richmond,GA,Georgia
Calcasieu_Louisiana,Calcasieu,LA,Louisiana
Delaware_Ohio,Delaware,OH,Ohio
Trumbull_Ohio,Trumbull,OH,Ohio
Montgomery_Tennessee,Montgomery,TN,Tennessee
St. Louis_Minnesota,St. Louis,MN,Minnesota
Hawaii_Hawaii,Hawaii,HI,Hawaii
Hall_Georgia,Hall,GA,Georgia
Anderson_South Carolina,Anderson,SC,South Carolina
Benton_Washington,Benton,WA,Washington
Johnston_North Carolina,Johnston,NC,North Carolina
Sangamon_Illinois,Sangamon,IL,Illinois
Muscogee_Georgia,Muscogee,GA,Georgia
Racine_Wisconsin,Racine,WI,Wisconsin
Onslow_North Carolina,Onslow,NC,North Carolina
Broome_New York,Broome,NY,New York
Saginaw_Michigan,Saginaw,MI,Michigan
Tippecanoe_Indiana,Tippecanoe,IN,Indiana
Livingston_Michigan,Livingston,MI,Michigan
Minnehaha_South Dakota,Minnehaha,SD,South Dakota
El Dorado_California,El Dorado,CA,California
Butler_Pennsylvania,Butler,PA,Pennsylvania
Hernando_Florida,Hernando,FL,Florida
Deschutes_Oregon,Deschutes,OR,Oregon
Beaufort_South Carolina,Beaufort,SC,South Carolina
Outagamie_Wisconsin,Outagamie,WI,Wisconsin
Sumner_Tennessee,Sumner,TN,Tennessee
Kanawha_West Virginia,Kanawha,WV,West Virginia
Peoria_Illinois,Peoria,IL,Illinois
Bay_Florida,Bay,FL,Florida
Litchfield_Connecticut,Litchfield,CT,Connecticut
Vanderburgh_Indiana,Vanderburgh,IN,Indiana
Sarpy_Nebraska,Sarpy,NE,Nebraska
Charlotte_Florida,Charlotte,FL,Florida
Imperial_California,Imperial,CA,California
Newport News_Virginia,Newport News,VA,Virginia
Shasta_California,Shasta,CA,California
DeSoto_Mississippi,DeSoto,MS,Mississippi
Ulster_New York,Ulster,NY,New York
Pitt_North Carolina,Pitt,NC,North Carolina
Medina_Ohio,Medina,OH,Ohio
Shawnee_Kansas,Shawnee,KS,Kansas
Boone_Missouri,Boone,MO,Missouri
Cass_North Dakota,Cass,ND,North Dakota
Kent_Delaware,Kent,DE,Delaware
Iredell_North Carolina,Iredell,NC,North Carolina
Santa Rosa_Florida,Santa Rosa,FL,Florida
Ellis_Texas,Ellis,TX,Texas
Licking_Ohio,Licking,OH,Ohio
Muskegon_Michigan,Muskegon,MI,Michigan
McLean_Illinois,McLean,IL,Illinois
Scott_Iowa,Scott,IA,Iowa
Winnebago_Wisconsin,Winnebago,WI,Wisconsin
Porter_Indiana,Porter,IN,Indiana
Kenosha_Wisconsin,Kenosha,WI,Wisconsin
Aiken_South Carolina,Aiken,SC,South Carolina
Midland_Texas,Midland,TX,Texas
Monroe_Pennsylvania,Monroe,PA,Pennsylvania
Carroll_Maryland,Carroll,MD,Maryland
Johnson_Texas,Johnson,TX,Texas
Greene_Ohio,Greene,OH,Ohio
Pueblo_Colorado,Pueblo,CO,Colorado
Maui_Hawaii,Maui,HI,Hawaii
Beaver_Pennsylvania,Beaver,PA,Pennsylvania
Washington_Utah,Washington,UT,Utah
Kenton_Kentucky,Kenton,KY,Kentucky
Davidson_North Carolina,Davidson,NC,North Carolina
Wyandotte_Kansas,Wyandotte,KS,Kansas
Kent_Rhode Island,Kent,RI,Rhode Island
Hendricks_Indiana,Hendricks,IN,Indiana
Alamance_North Carolina,Alamance,NC,North Carolina
Middlesex_Connecticut,Middlesex,CT,Connecticut
Chittenden_Vermont,Chittenden,VT,Vermont
Portage_Ohio,Portage,OH,Ohio
Rock_Wisconsin,Rock,WI,Wisconsin
Centre_Pennsylvania,Centre,PA,Pennsylvania
Lee_Alabama,Lee,AL,Alabama
Hampshire_Massachusetts,Hampshire,MA,Massachusetts
Ector_Texas,Ector,TX,Texas
Paulding_Georgia,Paulding,GA,Georgia
Charles_Maryland,Charles,MD,Maryland
St. Clair_Michigan,St. Clair,MI,Michigan
Rensselaer_New York,Rensselaer,NY,New York
Martin_Florida,Martin,FL,Florida
Yellowstone_Montana,Yellowstone,MT,Montana
Guadalupe_Texas,Guadalupe,TX,Texas
Jackson_Michigan,Jackson,MI,Michigan
Stearns_Minnesota,Stearns,MN,Minnesota
Dorchester_South Carolina,Dorchester,SC,South Carolina
Alexandria_Virginia,Alexandria,VA,Virginia
Catawba_North Carolina,Catawba,NC,North Carolina
Kootenai_Idaho,Kootenai,ID,Idaho
Sullivan_Tennessee,Sullivan,TN,Tennessee
Ouachita_Louisiana,Ouachita,LA,Louisiana
Madera_California,Madera,CA,California
Schenectady_New York,Schenectady,NY,New York
Olmsted_Minnesota,Olmsted,MN,Minnesota
Fairfield_Ohio,Fairfield,OH,Ohio
Franklin_Pennsylvania,Franklin,PA,Pennsylvania
Berrien_Michigan,Berrien,MI,Michigan
Indian River_Florida,Indian River,FL,Florida
Johnson_Indiana,Johnson,IN,Indiana
Houston_Georgia,Houston,GA,Georgia
Bibb_Georgia,Bibb,GA,Georgia
Rankin_Mississippi,Rankin,MS,Mississippi
Cumberland_New Jersey,Cumberland,NJ,New Jersey
Penobscot_Maine,Penobscot,ME,Maine
Mesa_Colorado,Mesa,CO,Colorado
Tolland_Connecticut,Tolland,CT,Connecticut
Columbia_Georgia,Columbia,GA,Georgia
Kings_California,Kings,CA,California
Washington_Maryland,Washington,MD,Maryland
Merrimack_New Hampshire,Merrimack,NH,New Hampshire
Monroe_Michigan,Monroe,MI,Michigan
Santa Fe_New Mexico,Santa Fe,NM,New Mexico
Johnson_Iowa,Johnson,IA,Iowa
Stafford_Virginia,Stafford,VA,Virginia
Monroe_Indiana,Monroe,IN,Indiana
Scott_Minnesota,Scott,MN,Minnesota
Citrus_Florida,Citrus,FL,Florida
Orange_North Carolina,Orange,NC,North Carolina
Rock Island_Illinois,Rock Island,IL,Illinois
Douglas_Georgia,Douglas,GA,Georgia
Coweta_Georgia,Coweta,GA,Georgia
Randolph_North Carolina,Randolph,NC,North Carolina
Sandoval_New Mexico,Sandoval,NM,New Mexico
Schuylkill_Pennsylvania,Schuylkill,PA,Pennsylvania
Jackson_Mississippi,Jackson,MS,Mississippi
Comal_Texas,Comal,TX,Texas
Sussex_New Jersey,Sussex,NJ,New Jersey
Coconino_Arizona,Coconino,AZ,Arizona
Canadian_Oklahoma,Canadian,OK,Oklahoma
Rowan_North Carolina,Rowan,NC,North Carolina
Lebanon_Pennsylvania,Lebanon,PA,Pennsylvania
Napa_California,Napa,CA,California
Livingston_Louisiana,Livingston,LA,Louisiana
Florence_South Carolina,Florence,SC,South Carolina
Taylor_Texas,Taylor,TX,Texas
Wilson_Tennessee,Wilson,TN,Tennessee
Humboldt_California,Humboldt,CA,California
Marathon_Wisconsin,Marathon,WI,Wisconsin
Hampton_Virginia,Hampton,VA,Virginia
Washington_Wisconsin,Washington,WI,Wisconsin
Clark_Ohio,Clark,OH,Ohio
Wright_Minnesota,Wright,MN,Minnesota
Calhoun_Michigan,Calhoun,MI,Michigan
Randall_Texas,Randall,TX,Texas
Parker_Texas,Parker,TX,Texas
Tazewell_Illinois,Tazewell,IL,Illinois
Cambria_Pennsylvania,Cambria,PA,Pennsylvania
Spotsylvania_Virginia,Spotsylvania,VA,Virginia
Robeson_North Carolina,Robeson,NC,North Carolina
Black Hawk_Iowa,Black Hawk,IA,Iowa
Harnett_North Carolina,Harnett,NC,North Carolina
Tangipahoa_Louisiana,Tangipahoa,LA,Louisiana
Brunswick_North Carolina,Brunswick,NC,North Carolina
Wichita_Texas,Wichita,TX,Texas
Fayette_Pennsylvania,Fayette,PA,Pennsylvania
Grayson_Texas,Grayson,TX,Texas
Rapides_Louisiana,Rapides,LA,Louisiana
Boone_Kentucky,Boone,KY,Kentucky
Wood_Ohio,Wood,OH,Ohio
Blount_Tennessee,Blount,TN,Tennessee
Madison_Indiana,Madison,IN,Indiana
Strafford_New Hampshire,Strafford,NH,New Hampshire
Warren_Kentucky,Warren,KY,Kentucky
Chautauqua_New York,Chautauqua,NY,New York
Washington_Tennessee,Washington,TN,Tennessee
Sebastian_Arkansas,Sebastian,AR,Arkansas
San Juan_New Mexico,San Juan,NM,New Mexico
Bossier_Louisiana,Bossier,LA,Louisiana
Berkshire_Massachusetts,Berkshire,MA,Massachusetts
Clarke_Georgia,Clarke,GA,Georgia
Washington_Rhode Island,Washington,RI,Rhode Island
Kendall_Illinois,Kendall,IL,Illinois
Cochise_Arizona,Cochise,AZ,Arizona
Skagit_Washington,Skagit,WA,Washington
Linn_Oregon,Linn,OR,Oregon
Sumter_Florida,Sumter,FL,Florida
Hunterdon_New Jersey,Hunterdon,NJ,New Jersey
Cache_Utah,Cache,UT,Utah
Pickens_South Carolina,Pickens,SC,South Carolina
Kaufman_Texas,Kaufman,TX,Texas
Faulkner_Arkansas,Faulkner,AR,Arkansas
Wayne_North Carolina,Wayne,NC,North Carolina
Gregg_Texas,Gregg,TX,Texas
Blair_Pennsylvania,Blair,PA,Pennsylvania
Ascension_Louisiana,Ascension,LA,Louisiana
Comanche_Oklahoma,Comanche,OK,Oklahoma
Kennebec_Maine,Kennebec,ME,Maine
Richland_Ohio,Richland,OH,Ohio
Douglas_Kansas,Douglas,KS,Kansas
Jasper_Missouri,Jasper,MO,Missouri
Potter_Texas,Potter,TX,Texas
Saline_Arkansas,Saline,AR,Arkansas
Morgan_Alabama,Morgan,AL,Alabama
Oswego_New York,Oswego,NY,New York
Tom Green_Texas,Tom Green,TX,Texas
La Crosse_Wisconsin,La Crosse,WI,Wisconsin
Missoula_Montana,Missoula,MT,Montana
Carroll_Georgia,Carroll,GA,Georgia
Windham_Connecticut,Windham,CT,Connecticut
Clark_Indiana,Clark,IN,Indiana
Allegan_Michigan,Allegan,MI,Michigan
Wayne_Ohio,Wayne,OH,Ohio
Lowndes_Georgia,Lowndes,GA,Georgia
Berkeley_West Virginia,Berkeley,WV,West Virginia
Sheboygan_Wisconsin,Sheboygan,WI,Wisconsin
Delaware_Indiana,Delaware,IN,Indiana
Henderson_North Carolina,Henderson,NC,North Carolina
Calhoun_Alabama,Calhoun,AL,Alabama
Bonneville_Idaho,Bonneville,ID,Idaho
Lycoming_Pennsylvania,Lycoming,PA,Pennsylvania
Jefferson_New York,Jefferson,NY,New York
Fayette_Georgia,Fayette,GA,Georgia
St. Mary's_Maryland,St. Mary's,MD,Maryland
Terrebonne_Louisiana,Terrebonne,LA,Louisiana
Mercer_Pennsylvania,Mercer,PA,Pennsylvania
Pennington_South Dakota,Pennington,SD,South Dakota
Kankakee_Illinois,Kankakee,IL,Illinois
LaPorte_Indiana,LaPorte,IN,Indiana
Flagler_Florida,Flagler,FL,Florida
LaSalle_Illinois,LaSalle,IL,Illinois
Ontario_New York,Ontario,NY,New York
Eaton_Michigan,Eaton,MI,Michigan
Navajo_Arizona,Navajo,AZ,Arizona
Douglas_Oregon,Douglas,OR,Oregon
St. Lawrence_New York,St. Lawrence,NY,New York
Hardin_Kentucky,Hardin,KY,Kentucky
Newton_Georgia,Newton,GA,Georgia
Gallatin_Montana,Gallatin,MT,Montana
Androscoggin_Maine,Androscoggin,ME,Maine
Vigo_Indiana,Vigo,IN,Indiana
Albemarle_Virginia,Albemarle,VA,Virginia
Craighead_Arkansas,Craighead,AR,Arkansas
Cowlitz_Washington,Cowlitz,WA,Washington
Sumter_South Carolina,Sumter,SC,South Carolina
Warren_New Jersey,Warren,NJ,New Jersey
Bradley_Tennessee,Bradley,TN,Tennessee
Hanover_Virginia,Hanover,VA,Virginia
Macon_Illinois,Macon,IL,Illinois
Monongalia_West Virginia,Monongalia,WV,West Virginia
Miami_Ohio,Miami,OH,Ohio
Matanuska-Susitna_Alaska,Matanuska-Susitna,AK,Alaska
Bartow_Georgia,Bartow,GA,Georgia
Yamhill_Oregon,Yamhill,OR,Oregon
Houston_Alabama,Houston,AL,Alabama
Madison_Mississippi,Madison,MS,Mississippi
DeKalb_Illinois,DeKalb,IL,Illinois
Whitfield_Georgia,Whitfield,GA,Georgia
Bay_Michigan,Bay,MI,Michigan
Cass_Missouri,Cass,MO,Missouri
Eau Claire_Wisconsin,Eau Claire,WI,Wisconsin
Highlands_Florida,Highlands,FL,Florida
Franklin_Missouri,Franklin,MO,Missouri
Columbiana_Ohio,Columbiana,OH,Ohio
Allen_Ohio,Allen,OH,Ohio
Walworth_Wisconsin,Walworth,WI,Wisconsin
Etowah_Alabama,Etowah,AL,Alabama
Tompkins_New York,Tompkins,NY,New York
Fond du Lac_Wisconsin,Fond du Lac,WI,Wisconsin
Woodbury_Iowa,Woodbury,IA,Iowa
Cecil_Maryland,Cecil,MD,Maryland
Wicomico_Maryland,Wicomico,MD,Maryland
Craven_North Carolina,Craven,NC,North Carolina
Adams_Pennsylvania,Adams,PA,Pennsylvania
Carver_Minnesota,Carver,MN,Minnesota
Platte_Missouri,Platte,MO,Missouri
Daviess_Kentucky,Daviess,KY,Kentucky
Flathead_Montana,Flathead,MT,Montana
Nevada_California,Nevada,CA,California
Roanoke_Virginia,Roanoke,VA,Virginia
Fairbanks North Star_Alaska,Fairbanks North Star,AK,Alaska
Putnam_New York,Putnam,NY,New York
Garland_Arkansas,Garland,AR,Arkansas
Lenawee_Michigan,Lenawee,MI,Michigan
Laramie_Wyoming,Laramie,WY,Wyoming
Montgomery_Virginia,Montgomery,VA,Virginia
Lafourche_Louisiana,Lafourche,LA,Louisiana
Ashtabula_Ohio,Ashtabula,OH,Ohio
Madison_Tennessee,Madison,TN,Tennessee
Floyd_Georgia,Floyd,GA,Georgia
Moore_North Carolina,Moore,NC,North Carolina
Cleveland_North Carolina,Cleveland,NC,North Carolina
Rockwall_Texas,Rockwall,TX,Texas
Sevier_Tennessee,Sevier,TN,Tennessee
Dubuque_Iowa,Dubuque,IA,Iowa
Story_Iowa,Story,IA,Iowa
Steuben_New York,Steuben,NY,New York
Sutter_California,Sutter,CA,California
Marshall_Alabama,Marshall,AL,Alabama
Grant_Washington,Grant,WA,Washington
Portsmouth_Virginia,Portsmouth,VA,Virginia
Burleigh_North Dakota,Burleigh,ND,North Dakota
Limestone_Alabama,Limestone,AL,Alabama
Sherburne_Minnesota,Sherburne,MN,Minnesota
Cabell_West Virginia,Cabell,WV,West Virginia
Hunt_Texas,Hunt,TX,Texas
Nash_North Carolina,Nash,NC,North Carolina
Geauga_Ohio,Geauga,OH,Ohio
Pottawattamie_Iowa,Pottawattamie,IA,Iowa
Bowie_Texas,Bowie,TX,Texas
Cape May_New Jersey,Cape May,NJ,New Jersey
Campbell_Kentucky,Campbell,KY,Kentucky
Lauderdale_Alabama,Lauderdale,AL,Alabama
Tuscarawas_Ohio,Tuscarawas,OH,Ohio
Lancaster_South Carolina,Lancaster,SC,South Carolina
Grand Traverse_Michigan,Grand Traverse,MI,Michigan
Victoria_Texas,Victoria,TX,Texas
Franklin_Washington,Franklin,WA,Washington
Maury_Tennessee,Maury,TN,Tennessee
Northumberland_Pennsylvania,Northumberland,PA,Pennsylvania
Calvert_Maryland,Calvert,MD,Maryland
Walton_Georgia,Walton,GA,Georgia
Rogers_Oklahoma,Rogers,OK,Oklahoma
Benton_Oregon,Benton,OR,Oregon
Rockingham_North Carolina,Rockingham,NC,North Carolina
Madison_Kentucky,Madison,KY,Kentucky
Wayne_New York,Wayne,NY,New York
Suffolk_Virginia,Suffolk,VA,Virginia
Burke_North Carolina,Burke,NC,North Carolina
Grafton_New Hampshire,Grafton,NH,New Hampshire
Rockdale_Georgia,Rockdale,GA,Georgia
Dougherty_Georgia,Dougherty,GA,Georgia
St. Croix_Wisconsin,St. Croix,WI,Wisconsin
Ozaukee_Wisconsin,Ozaukee,WI,Wisconsin
Buchanan_Missouri,Buchanan,MO,Missouri
Lapeer_Michigan,Lapeer,MI,Michigan
St. Clair_Alabama,St. Clair,AL,Alabama
Dodge_Wisconsin,Dodge,WI,Wisconsin
Orangeburg_South Carolina,Orangeburg,SC,South Carolina
Angelina_Texas,Angelina,TX,Texas
Mendocino_California,Mendocino,CA,California
Dallas_Iowa,Dallas,IA,Iowa
Lawrence_Pennsylvania,Lawrence,PA,Pennsylvania
Frederick_Virginia,Frederick,VA,Virginia
Josephine_Oregon,Josephine,OR,Oregon
Muskingum_Ohio,Muskingum,OH,Ohio
Bannock_Idaho,Bannock,ID,Idaho
Crawford_Pennsylvania,Crawford,PA,Pennsylvania
Christian_Missouri,Christian,MO,Missouri
Lee_Mississippi,Lee,MS,Mississippi
Indiana_Pennsylvania,Indiana,PA,Pennsylvania
Wood_West Virginia,Wood,WV,West Virginia
Chemung_New York,Chemung,NY,New York
Twin Falls_Idaho,Twin Falls,ID,Idaho
Jefferson_Wisconsin,Jefferson,WI,Wisconsin
Bastrop_Texas,Bastrop,TX,Texas
Glynn_Georgia,Glynn,GA,Georgia
Orange_Texas,Orange,TX,Texas
Liberty_Texas,Liberty,TX,Texas
Midland_Michigan,Midland,MI,Michigan
St. Landry_Louisiana,St. Landry,LA,Louisiana
Nassau_Florida,Nassau,FL,Florida
Polk_Oregon,Polk,OR,Oregon
Lincoln_North Carolina,Lincoln,NC,North Carolina
Island_Washington,Island,WA,Washington
Cullman_Alabama,Cullman,AL,Alabama
Newport_Rhode Island,Newport,RI,Rhode Island
Bartholomew_Indiana,Bartholomew,IN,Indiana
Howard_Indiana,Howard,IN,Indiana
Caldwell_North Carolina,Caldwell,NC,North Carolina
Payne_Oklahoma,Payne,OK,Oklahoma
Cascade_Montana,Cascade,MT,Montana
Wilson_North Carolina,Wilson,NC,North Carolina
Elmore_Alabama,Elmore,AL,Alabama
Henderson_Texas,Henderson,TX,Texas
Leavenworth_Kansas,Leavenworth,KS,Kansas
Clinton_New York,Clinton,NY,New York
Lynchburg_Virginia,Lynchburg,VA,Virginia
Talladega_Alabama,Talladega,AL,Alabama
Natrona_Wyoming,Natrona,WY,Wyoming
Rockingham_Virginia,Rockingham,VA,Virginia
Bullitt_Kentucky,Bullitt,KY,Kentucky
Clearfield_Pennsylvania,Clearfield,PA,Pennsylvania
Manitowoc_Wisconsin,Manitowoc,WI,Wisconsin
Kosciusko_Indiana,Kosciusko,IN,Indiana
Barrow_Georgia,Barrow,GA,Georgia
Wagoner_Oklahoma,Wagoner,OK,Oklahoma
White_Arkansas,White,AR,Arkansas
Cape Girardeau_Missouri,Cape Girardeau,MO,Missouri
Clinton_Michigan,Clinton,MI,Michigan
Bedford_Virginia,Bedford,VA,Virginia
Lewis_Washington,Lewis,WA,Washington
Vermilion_Illinois,Vermilion,IL,Illinois
Oconee_South Carolina,Oconee,SC,South Carolina
Putnam_Tennessee,Putnam,TN,Tennessee
Cayuga_New York,Cayuga,NY,New York
Floyd_Indiana,Floyd,IN,Indiana
Umatilla_Oregon,Umatilla,OR,Oregon
Cattaraugus_New York,Cattaraugus,NY,New York
Ross_Ohio,Ross,OH,Ohio
Cole_Missouri,Cole,MO,Missouri
Yuba_California,Yuba,CA,California
Lauderdale_Mississippi,Lauderdale,MS,Mississippi
Chelan_Washington,Chelan,WA,Washington
Bulloch_Georgia,Bulloch,GA,Georgia
Anderson_Tennessee,Anderson,TN,Tennessee
Cheshire_New Hampshire,Cheshire,NH,New Hampshire
Scioto_Ohio,Scioto,OH,Ohio
Valencia_New Mexico,Valencia,NM,New Mexico
Hancock_Ohio,Hancock,OH,Ohio
Monroe_Florida,Monroe,FL,Florida
Clallam_Washington,Clallam,WA,Washington
Van Buren_Michigan,Van Buren,MI,Michigan
Coryell_Texas,Coryell,TX,Texas
Raleigh_West Virginia,Raleigh,WV,West Virginia
Forrest_Mississippi,Forrest,MS,Mississippi
Hancock_Indiana,Hancock,IN,Indiana
Sullivan_New York,Sullivan,NY,New York
Augusta_Virginia,Augusta,VA,Virginia
Riley_Kansas,Riley,KS,Kansas
James City_Virginia,James City,VA,Virginia
Erie_Ohio,Erie,OH,Ohio
Somerset_Pennsylvania,Somerset,PA,Pennsylvania
Putnam_Florida,Putnam,FL,Florida
Wood_Wisconsin,Wood,WI,Wisconsin
Grays Harbor_Washington,Grays Harbor,WA,Washington
Lonoke_Arkansas,Lonoke,AR,Arkansas
McKinley_New Mexico,McKinley,NM,New Mexico
Walker_Texas,Walker,TX,Texas
Pottawatomie_Oklahoma,Pottawatomie,OK,Oklahoma
Surry_North Carolina,Surry,NC,North Carolina
Iberia_Louisiana,Iberia,LA,Louisiana
Kauai_Hawaii,Kauai,HI,Hawaii
Apache_Arizona,Apache,AZ,Arizona
Allegany_Maryland,Allegany,MD,Maryland
Creek_Oklahoma,Creek,OK,Oklahoma
Christian_Kentucky,Christian,KY,Kentucky
Chatham_North Carolina,Chatham,NC,North Carolina
DeKalb_Alabama,DeKalb,AL,Alabama
Madison_New York,Madison,NY,New York
Isabella_Michigan,Isabella,MI,Michigan
Portage_Wisconsin,Portage,WI,Wisconsin
Franklin_Massachusetts,Franklin,MA,Massachusetts
Greenwood_South Carolina,Greenwood,SC,South Carolina
Robertson_Tennessee,Robertson,TN,Tennessee
Lea_New Mexico,Lea,NM,New Mexico
Grand Forks_North Dakota,Grand Forks,ND,North Dakota
Columbia_Florida,Columbia,FL,Florida
Morgan_Indiana,Morgan,IN,Indiana
Troup_Georgia,Troup,GA,Georgia
Fauquier_Virginia,Fauquier,VA,Virginia
Jefferson_Arkansas,Jefferson,AR,Arkansas
Carteret_North Carolina,Carteret,NC,North Carolina
Walker_Georgia,Walker,GA,Georgia
Greene_Tennessee,Greene,TN,Tennessee
Ward_North Dakota,Ward,ND,North Dakota
Muskogee_Oklahoma,Muskogee,OK,Oklahoma
Wilkes_North Carolina,Wilkes,NC,North Carolina
Jones_Mississippi,Jones,MS,Mississippi
Shiawassee_Michigan,Shiawassee,MI,Michigan
Walton_Florida,Walton,FL,Florida
Belmont_Ohio,Belmont,OH,Ohio
York_Virginia,York,VA,Virginia
Harrison_West Virginia,Harrison,WV,West Virginia
Broomfield_Colorado,Broomfield,CO,Colorado
Jackson_Georgia,Jackson,GA,Georgia
Aroostook_Maine,Aroostook,ME,Maine
Lewis and Clark_Montana,Lewis and Clark,MT,Montana
Tooele_Utah,Tooele,UT,Utah
Williamson_Illinois,Williamson,IL,Illinois
Darlington_South Carolina,Darlington,SC,South Carolina
San Patricio_Texas,San Patricio,TX,Texas
Klamath_Oregon,Klamath,OR,Oregon
Laurens_South Carolina,Laurens,SC,South Carolina
Blue Earth_Minnesota,Blue Earth,MN,Minnesota
Catoosa_Georgia,Catoosa,GA,Georgia
Butler_Kansas,Butler,KS,Kansas
Marquette_Michigan,Marquette,MI,Michigan
St. Francois_Missouri,St. Francois,MO,Missouri
Rutherford_North Carolina,Rutherford,NC,North Carolina
Harrison_Texas,Harrison,TX,Texas
Grant_Indiana,Grant,IN,Indiana
Jefferson_Ohio,Jefferson,OH,Ohio
Franklin_North Carolina,Franklin,NC,North Carolina
Wayne_Indiana,Wayne,IN,Indiana
Wise_Texas,Wise,TX,Texas
Rice_Minnesota,Rice,MN,Minnesota
Otero_New Mexico,Otero,NM,New Mexico
Adams_Illinois,Adams,IL,Illinois
Oldham_Kentucky,Oldham,KY,Kentucky
Athens_Ohio,Athens,OH,Ohio
Armstrong_Pennsylvania,Armstrong,PA,Pennsylvania
Columbia_Pennsylvania,Columbia,PA,Pennsylvania
Boone_Indiana,Boone,IN,Indiana
Nacogdoches_Texas,Nacogdoches,TX,Texas
Spalding_Georgia,Spalding,GA,Georgia
Marion_Ohio,Marion,OH,Ohio
