county_state,county,state_id,state_name
McCracken_Kentucky,McCracken,KY,Kentucky
Chaves_New Mexico,Chaves,NM,New Mexico
Kershaw_South Carolina,Kershaw,SC,South Carolina
Pulaski_Kentucky,Pulaski,KY,Kentucky
Ionia_Michigan,Ionia,MI,Michigan
Warren_New York,Warren,NY,New York
Crow Wing_Minnesota,Crow Wing,MN,Minnesota
Lake_California,Lake,CA,California
Hamblen_Tennessee,Hamblen,TN,Tennessee
Walker_Alabama,Walker,AL,Alabama
Starr_Texas,Starr,TX,Texas
Sauk_Wisconsin,Sauk,WI,Wisconsin
Tehama_California,Tehama,CA,California
Chippewa_Wisconsin,Chippewa,WI,Wisconsin
Carbon_Pennsylvania,Carbon,PA,Pennsylvania
Mason_Washington,Mason,WA,Washington
Pope_Arkansas,Pope,AR,Arkansas
Coos_Oregon,Coos,OR,Oregon
Livingston_New York,Livingston,NY,New York
Clay_Minnesota,Clay,MN,Minnesota
Montcalm_Michigan,Montcalm,MI,Michigan
Sampson_North Carolina,Sampson,NC,North Carolina
Salem_New Jersey,Salem,NJ,New Jersey
Reno_Kansas,Reno,KS,Kansas
Crawford_Arkansas,Crawford,AR,Arkansas
Acadia_Louisiana,Acadia,LA,Louisiana
Warrick_Indiana,Warrick,IN,Indiana
Herkimer_New York,Herkimer,NY,New York
Lamar_Mississippi,Lamar,MS,Mississippi
Georgetown_South Carolina,Georgetown,SC,South Carolina
Garfield_Oklahoma,Garfield,OK,Oklahoma
Washington_New York,Washington,NY,New York
Stanly_North Carolina,Stanly,NC,North Carolina
Knox_Ohio,Knox,OH,Ohio
Tipton_Tennessee,Tipton,TN,Tennessee
Liberty_Georgia,Liberty,GA,Georgia
Hall_Nebraska,Hall,NE,Nebraska
Pittsylvania_Virginia,Pittsylvania,VA,Virginia
Haywood_North Carolina,Haywood,NC,North Carolina
Bradford_Pennsylvania,Bradford,PA,Pennsylvania
Belknap_New Hampshire,Belknap,NH,New Hampshire
St. Joseph_Michigan,St. Joseph,MI,Michigan
Barry_Michigan,Barry,MI,Michigan
Lee_North Carolina,Lee,NC,North Carolina
Effingham_Georgia,Effingham,GA,Georgia
Washington_Ohio,Washington,OH,Ohio
Pender_North Carolina,Pender,NC,North Carolina
San Benito_California,San Benito,CA,California
Columbia_New York,Columbia,NY,New York
Walla Walla_Washington,Walla Walla,WA,Washington
Laurel_Kentucky,Laurel,KY,Kentucky
Lawrence_Ohio,Lawrence,OH,Ohio
Otsego_New York,Otsego,NY,New York
Mercer_West Virginia,Mercer,WV,West Virginia
Vermilion_Louisiana,Vermilion,LA,Louisiana
Pike_Kentucky,Pike,KY,Kentucky
Granville_North Carolina,Granville,NC,North Carolina
Cumberland_Tennessee,Cumberland,TN,Tennessee
Lowndes_Mississippi,Lowndes,MS,Mississippi
Garfield_Colorado,Garfield,CO,Colorado
Sandusky_Ohio,Sandusky,OH,Ohio
Duplin_North Carolina,Duplin,NC,North Carolina
Rutland_Vermont,Rutland,VT,Vermont
Kenai Peninsula_Alaska,Kenai Peninsula,AK,Alaska
Washington_Vermont,Washington,VT,Vermont
Huron_Ohio,Huron,OH,Ohio
Hood_Texas,Hood,TX,Texas
Otter Tail_Minnesota,Otter Tail,MN,Minnesota
Newton_Missouri,Newton,MO,Missouri
Maverick_Texas,Maverick,TX,Texas
Jackson_Illinois,Jackson,IL,Illinois
Russell_Alabama,Russell,AL,Alabama
Anderson_Texas,Anderson,TX,Texas
Genesee_New York,Genesee,NY,New York
Pickaway_Ohio,Pickaway,OH,Ohio
Eddy_New Mexico,Eddy,NM,New Mexico
Blount_Alabama,Blount,AL,Alabama
Oxford_Maine,Oxford,ME,Maine
Gordon_Georgia,Gordon,GA,Georgia
Columbia_Wisconsin,Columbia,WI,Wisconsin
Cherokee_South Carolina,Cherokee,SC,South Carolina
Lincoln_South Dakota,Lincoln,SD,South Dakota
Hardin_Texas,Hardin,TX,Texas
Lenoir_North Carolina,Lenoir,NC,North Carolina
Union_Ohio,Union,OH,Ohio
Hawkins_Tennessee,Hawkins,TN,Tennessee
Putnam_West Virginia,Putnam,WV,West Virginia
Jefferson_West Virginia,Jefferson,WV,West Virginia
Lincoln_Missouri,Lincoln,MO,Missouri
Carter_Tennessee,Carter,TN,Tennessee
Marion_West Virginia,Marion,WV,West Virginia
Franklin_Virginia,Franklin,VA,Virginia
Columbus_North Carolina,Columbus,NC,North Carolina
Whiteside_Illinois,Whiteside,IL,Illinois
La Plata_Colorado,La Plata,CO,Colorado
Pike_Pennsylvania,Pike,PA,Pennsylvania
Autauga_Alabama,Autauga,AL,Alabama
Seneca_Ohio,Seneca,OH,Ohio
Chisago_Minnesota,Chisago,MN,Minnesota
Windsor_Vermont,Windsor,VT,Vermont
Campbell_Virginia,Campbell,VA,Virginia
Pearl River_Mississippi,Pearl River,MS,Mississippi
Coffee_Tennessee,Coffee,TN,Tennessee
Taney_Missouri,Taney,MO,Missouri
Van Zandt_Texas,Van Zandt,TX,Texas
Grady_Oklahoma,Grady,OK,Oklahoma
Watauga_North Carolina,Watauga,NC,North Carolina
Carson City_Nevada,Carson City,NV,Nevada
Colbert_Alabama,Colbert,AL,Alabama
Saline_Kansas,Saline,KS,Kansas
Eagle_Colorado,Eagle,CO,Colorado
Scott_Kentucky,Scott,KY,Kentucky
Hancock_Maine,Hancock,ME,Maine
Lyon_Nevada,Lyon,NV,Nevada
Washington_Virginia,Washington,VA,Virginia
Tuolumne_California,Tuolumne,CA,California
Hoke_North Carolina,Hoke,NC,North Carolina
Box Elder_Utah,Box Elder,UT,Utah
Rusk_Texas,Rusk,TX,Texas
St. Martin_Louisiana,St. Martin,LA,Louisiana
Johnson_Missouri,Johnson,MO,Missouri
Jefferson_Tennessee,Jefferson,TN,Tennessee
Fulton_New York,Fulton,NY,New York
Lafayette_Mississippi,Lafayette,MS,Mississippi
Gila_Arizona,Gila,AZ,Arizona
Boone_Illinois,Boone,IL,Illinois
Ashland_Ohio,Ashland,OH,Ohio
Harrisonburg_Virginia,Harrisonburg,VA,Virginia
Camden_Georgia,Camden,GA,Georgia
Roane_Tennessee,Roane,TN,Tennessee
McMinn_Tennessee,McMinn,TN,Tennessee
Jessamine_Kentucky,Jessamine,KY,Kentucky
Tuscola_Michigan,Tuscola,MI,Michigan
St. Charles_Louisiana,St. Charles,LA,Louisiana
Dickson_Tennessee,Dickson,TN,Tennessee
Edgecombe_North Carolina,Edgecombe,NC,North Carolina
Pulaski_Missouri,Pulaski,MO,Missouri
Loudon_Tennessee,Loudon,TN,Tennessee
Elko_Nevada,Elko,NV,Nevada
Cherokee_Texas,Cherokee,TX,Texas
Washington_Oklahoma,Washington,OK,Oklahoma
Jackson_Alabama,Jackson,AL,Alabama
Kerr_Texas,Kerr,TX,Texas
Waller_Texas,Waller,TX,Texas
Venango_Pennsylvania,Venango,PA,Pennsylvania
Worcester_Maryland,Worcester,MD,Maryland
Grant_Wisconsin,Grant,WI,Wisconsin
Coffee_Alabama,Coffee,AL,Alabama
Cass_Michigan,Cass,MI,Michigan
Darke_Ohio,Darke,OH,Ohio
Wayne_Pennsylvania,Wayne,PA,Pennsylvania
Columbia_Oregon,Columbia,OR,Oregon
Coles_Illinois,Coles,IL,Illinois
Henry_Virginia,Henry,VA,Virginia
Waupaca_Wisconsin,Waupaca,WI,Wisconsin
Iron_Utah,Iron,UT,Utah
Halifax_North Carolina,Halifax,NC,North Carolina
Culpeper_Virginia,Culpeper,VA,Virginia
Ogle_Illinois,Ogle,IL,Illinois
St. Mary_Louisiana,St. Mary,LA,Louisiana
Winona_Minnesota,Winona,MN,Minnesota
Grundy_Illinois,Grundy,IL,Illinois
Franklin_Kentucky,Franklin,KY,Kentucky
Somerset_Maine,Somerset,ME,Maine
Knox_Illinois,Knox,IL,Illinois
Franklin_New York,Franklin,NY,New York
Warren_Iowa,Warren,IA,Iowa
Medina_Texas,Medina,TX,Texas
Le Flore_Oklahoma,Le Flore,OK,Oklahoma
Calumet_Wisconsin,Calumet,WI,Wisconsin
Curry_New Mexico,Curry,NM,New Mexico
Vernon_Louisiana,Vernon,LA,Louisiana
Queen Anne's_Maryland,Queen Anne's,MD,Maryland
Lamar_Texas,Lamar,TX,Texas
Atascosa_Texas,Atascosa,TX,Texas
Oktibbeha_Mississippi,Oktibbeha,MS,Mississippi
Dearborn_Indiana,Dearborn,IN,Indiana
Montgomery_New York,Montgomery,NY,New York
Dale_Alabama,Dale,AL,Alabama
Henry_Illinois,Henry,IL,Illinois
Whitman_Washington,Whitman,WA,Washington
Gibson_Tennessee,Gibson,TN,Tennessee
Buffalo_Nebraska,Buffalo,NE,Nebraska
Wilson_Texas,Wilson,TX,Texas
Franklin_Vermont,Franklin,VT,Vermont
Navarro_Texas,Navarro,TX,Texas
Val Verde_Texas,Val Verde,TX,Texas
Polk_Texas,Polk,TX,Texas
Bristol_Rhode Island,Bristol,RI,Rhode Island
Shelby_Ohio,Shelby,OH,Ohio
Tioga_New York,Tioga,NY,New York
Crittenden_Arkansas,Crittenden,AR,Arkansas
Cherokee_Oklahoma,Cherokee,OK,Oklahoma
Lincoln_Oregon,Lincoln,OR,Oregon
Newaygo_Michigan,Newaygo,MI,Michigan
Bedford_Pennsylvania,Bedford,PA,Pennsylvania
Carter_Oklahoma,Carter,OK,Oklahoma
Bedford_Tennessee,Bedford,TN,Tennessee
Henry_Indiana,Henry,IN,Indiana
Carroll_New Hampshire,Carroll,NH,New Hampshire
Douglas_Nevada,Douglas,NV,Nevada
Jackson_Florida,Jackson,FL,Florida
Chenango_New York,Chenango,NY,New York
Cortland_New York,Cortland,NY,New York
Boyd_Kentucky,Boyd,KY,Kentucky
Noble_Indiana,Noble,IN,Indiana
Greene_New York,Greene,NY,New York
Campbell_Wyoming,Campbell,WY,Wyoming
Laurens_Georgia,Laurens,GA,Georgia
Shelby_Kentucky,Shelby,KY,Kentucky
Fremont_Colorado,Fremont,CO,Colorado
Lincoln_Louisiana,Lincoln,LA,Louisiana
Osage_Oklahoma,Osage,OK,Oklahoma
Beaufort_North Carolina,Beaufort,NC,North Carolina
Charlottesville_Virginia,Charlottesville,VA,Virginia
Hancock_Mississippi,Hancock,MS,Mississippi
Clinton_Iowa,Clinton,IA,Iowa
Allegany_New York,Allegany,NY,New York
Logan_Oklahoma,Logan,OK,Oklahoma
Burnet_Texas,Burnet,TX,Texas
Warren_Mississippi,Warren,MS,Mississippi
Santa Cruz_Arizona,Santa Cruz,AZ,Arizona
Marshall_Indiana,Marshall,IN,Indiana
Bryan_Oklahoma,Bryan,OK,Oklahoma
Washington_Louisiana,Washington,LA,Louisiana
Beltrami_Minnesota,Beltrami,MN,Minnesota
Mifflin_Pennsylvania,Mifflin,PA,Pennsylvania
St. Bernard_Louisiana,St. Bernard,LA,Louisiana
Goodhue_Minnesota,Goodhue,MN,Minnesota
Monroe_Tennessee,Monroe,TN,Tennessee
Washington_Mississippi,Washington,MS,Mississippi
Perry_Pennsylvania,Perry,PA,Pennsylvania
Chesterfield_South Carolina,Chesterfield,SC,South Carolina
Gadsden_Florida,Gadsden,FL,Florida
Kittitas_Washington,Kittitas,WA,Washington
Bingham_Idaho,Bingham,ID,Idaho
Henderson_Kentucky,Henderson,KY,Kentucky
Stokes_North Carolina,Stokes,NC,North Carolina
Monroe_Wisconsin,Monroe,WI,Wisconsin
Hillsdale_Michigan,Hillsdale,MI,Michigan
Auglaize_Ohio,Auglaize,OH,Ohio
Nelson_Kentucky,Nelson,KY,Kentucky
Lawrence_Indiana,Lawrence,IN,Indiana
Calaveras_California,Calaveras,CA,California
Colquitt_Georgia,Colquitt,GA,Georgia
Camden_Missouri,Camden,MO,Missouri
Macoupin_Illinois,Macoupin,IL,Illinois
Huntingdon_Pennsylvania,Huntingdon,PA,Pennsylvania
Hopkins_Kentucky,Hopkins,KY,Kentucky
Logan_Ohio,Logan,OH,Ohio
Barron_Wisconsin,Barron,WI,Wisconsin
McDowell_North Carolina,McDowell,NC,North Carolina
Itasca_Minnesota,Itasca,MN,Minnesota
Baldwin_Georgia,Baldwin,GA,Georgia
Union_Pennsylvania,Union,PA,Pennsylvania
Stephenson_Illinois,Stephenson,IL,Illinois
Richmond_North Carolina,Richmond,NC,North Carolina
Delaware_New York,Delaware,NY,New York
Greene_Arkansas,Greene,AR,Arkansas
Callaway_Missouri,Callaway,MO,Missouri
Dunn_Wisconsin,Dunn,WI,Wisconsin
Stevens_Washington,Stevens,WA,Washington
Thomas_Georgia,Thomas,GA,Georgia
Phelps_Missouri,Phelps,MO,Missouri
Habersham_Georgia,Habersham,GA,Georgia
Vance_North Carolina,Vance,NC,North Carolina
Shelby_Indiana,Shelby,IN,Indiana
Kay_Oklahoma,Kay,OK,Oklahoma
Nye_Nevada,Nye,NV,Nevada
Wood_Texas,Wood,TX,Texas
Pittsburg_Oklahoma,Pittsburg,OK,Oklahoma
Madison_Ohio,Madison,OH,Ohio
Chilton_Alabama,Chilton,AL,Alabama
Suwannee_Florida,Suwannee,FL,Florida
Jackson_Indiana,Jackson,IN,Indiana
Holmes_Ohio,Holmes,OH,Ohio
Barren_Kentucky,Barren,KY,Kentucky
Jefferson_Pennsylvania,Jefferson,PA,Pennsylvania
Kendall_Texas,Kendall,TX,Texas
Stephens_Oklahoma,Stephens,OK,Oklahoma
Bonner_Idaho,Bonner,ID,Idaho
Fayette_West Virginia,Fayette,WV,West Virginia
Miller_Arkansas,Miller,AR,Arkansas
Brown_Ohio,Brown,OH,Ohio
Sweetwater_Wyoming,Sweetwater,WY,Wyoming
Branch_Michigan,Branch,MI,Michigan
Siskiyou_California,Siskiyou,CA,California
Polk_Wisconsin,Polk,WI,Wisconsin
Lawrence_Tennessee,Lawrence,TN,Tennessee
Douglas_Wisconsin,Douglas,WI,Wisconsin
Mecosta_Michigan,Mecosta,MI,Michigan
St. John the Baptist_Louisiana,St. John the Baptist,LA,Louisiana
Shenandoah_Virginia,Shenandoah,VA,Virginia
Sullivan_New Hampshire,Sullivan,NH,New Hampshire
Coffee_Georgia,Coffee,GA,Georgia
Highland_Ohio,Highland,OH,Ohio
Jackson_North Carolina,Jackson,NC,North Carolina
DeKalb_Indiana,DeKalb,IN,Indiana
Muscatine_Iowa,Muscatine,IA,Iowa
Kandiyohi_Minnesota,Kandiyohi,MN,Minnesota
Cerro Gordo_Iowa,Cerro Gordo,IA,Iowa
Windham_Vermont,Windham,VT,Vermont
Butler_Missouri,Butler,MO,Missouri
Dubois_Indiana,Dubois,IN,Indiana
Ravalli_Montana,Ravalli,MT,Montana
Delaware_Oklahoma,Delaware,OK,Oklahoma
Pettis_Missouri,Pettis,MO,Missouri
Davie_North Carolina,Davie,NC,North Carolina
Fulton_Ohio,Fulton,OH,Ohio
Caldwell_Texas,Caldwell,TX,Texas
Ohio_West Virginia,Ohio,WV,West Virginia
Mississippi_Arkansas,Mississippi,AR,Arkansas
Douglas_Washington,Douglas,WA,Washington
Pierce_Wisconsin,Pierce,WI,Wisconsin
Clinton_Ohio,Clinton,OH,Ohio
Polk_Georgia,Polk,GA,Georgia
Okanogan_Washington,Okanogan,WA,Washington
Erath_Texas,Erath,TX,Texas
Crawford_Ohio,Crawford,OH,Ohio
Franklin_Tennessee,Franklin,TN,Tennessee
Sequoyah_Oklahoma,Sequoyah,OK,Oklahoma
Montrose_Colorado,Montrose,CO,Colorado
Tazewell_Virginia,Tazewell,VA,Virginia
Wharton_Texas,Wharton,TX,Texas
Baxter_Arkansas,Baxter,AR,Arkansas
McKean_Pennsylvania,McKean,PA,Pennsylvania
Chambers_Texas,Chambers,TX,Texas
Sanilac_Michigan,Sanilac,MI,Michigan
Manassas_Virginia,Manassas,VA,Virginia
Okeechobee_Florida,Okeechobee,FL,Florida
Summit_Utah,Summit,UT,Utah
Preble_Ohio,Preble,OH,Ohio
Danville_Virginia,Danville,VA,Virginia
Mayes_Oklahoma,Mayes,OK,Oklahoma
Upshur_Texas,Upshur,TX,Texas
Jim Wells_Texas,Jim Wells,TX,Texas
Susquehanna_Pennsylvania,Susquehanna,PA,Pennsylvania
Tioga_Pennsylvania,Tioga,PA,Pennsylvania
Gratiot_Michigan,Gratiot,MI,Michigan
Orleans_New York,Orleans,NY,New York
Shawano_Wisconsin,Shawano,WI,Wisconsin
Mercer_Ohio,Mercer,OH,Ohio
Hendry_Florida,Hendry,FL,Florida
Warren_Tennessee,Warren,TN,Tennessee
Avoyelles_Louisiana,Avoyelles,LA,Louisiana
Ottawa_Ohio,Ottawa,OH,Ohio
Tallapoosa_Alabama,Tallapoosa,AL,Alabama
Tift_Georgia,Tift,GA,Georgia
Snyder_Pennsylvania,Snyder,PA,Pennsylvania
Levy_Florida,Levy,FL,Florida
Marinette_Wisconsin,Marinette,WI,Wisconsin
Wyoming_New York,Wyoming,NY,New York
Wayne_West Virginia,Wayne,WV,West Virginia
Nez Perce_Idaho,Nez Perce,ID,Idaho
Cheatham_Tennessee,Cheatham,TN,Tennessee
Fayette_Tennessee,Fayette,TN,Tennessee
Benton_Minnesota,Benton,MN,Minnesota
Howell_Missouri,Howell,MO,Missouri
Cooke_Texas,Cooke,TX,Texas
Marshall_Iowa,Marshall,IA,Iowa
Harrison_Indiana,Harrison,IN,Indiana
Fremont_Wyoming,Fremont,WY,Wyoming
Mower_Minnesota,Mower,MN,Minnesota
Campbell_Tennessee,Campbell,TN,Tennessee
Knox_Maine,Knox,ME,Maine
Warren_Pennsylvania,Warren,PA,Pennsylvania
Murray_Georgia,Murray,GA,Georgia
Waldo_Maine,Waldo,ME,Maine
Pike_Mississippi,Pike,MS,Mississippi
Pasquotank_North Carolina,Pasquotank,NC,North Carolina
Latah_Idaho,Latah,ID,Idaho
Warren_Virginia,Warren,VA,Virginia
Union_Arkansas,Union,AR,Arkansas
Isanti_Minnesota,Isanti,MN,Minnesota
Des Moines_Iowa,Des Moines,IA,Iowa
Person_North Carolina,Person,NC,North Carolina
McClain_Oklahoma,McClain,OK,Oklahoma
Webster_Louisiana,Webster,LA,Louisiana
LaGrange_Indiana,LaGrange,IN,Indiana
Rio Arriba_New Mexico,Rio Arriba,NM,New Mexico
Dallas_Alabama,Dallas,AL,Alabama
Guernsey_Ohio,Guernsey,OH,Ohio
Clatsop_Oregon,Clatsop,OR,Oregon
Madison_Idaho,Madison,ID,Idaho
Crawford_Kansas,Crawford,KS,Kansas
Franklin_Illinois,Franklin,IL,Illinois
Brown_South Dakota,Brown,SD,South Dakota
Clinton_Pennsylvania,Clinton,PA,Pennsylvania
Champaign_Ohio,Champaign,OH,Ohio
Calloway_Kentucky,Calloway,KY,Kentucky
Natchitoches_Louisiana,Natchitoches,LA,Louisiana
Okmulgee_Oklahoma,Okmulgee,OK,Oklahoma
Clarion_Pennsylvania,Clarion,PA,Pennsylvania
Woodford_Illinois,Woodford,IL,Illinois
Webster_Missouri,Webster,MO,Missouri
Scott_Missouri,Scott,MO,Missouri
Wise_Virginia,Wise,VA,Virginia
Amador_California,Amador,CA,California
Albany_Wyoming,Albany,WY,Wyoming
Pontotoc_Oklahoma,Pontotoc,OK,Oklahoma
Montgomery_Indiana,Montgomery,IN,Indiana
Lawrence_Missouri,Lawrence,MO,Missouri
Newberry_South Carolina,Newberry,SC,South Carolina
Defiance_Ohio,Defiance,OH,Ohio
Oconee_Georgia,Oconee,GA,Georgia
Prince George_Virginia,Prince George,VA,Virginia
Graham_Arizona,Graham,AZ,Arizona
Jefferson_Illinois,Jefferson,IL,Illinois
Cass_Indiana,Cass,IN,Indiana
Brown_Texas,Brown,TX,Texas
Marion_Illinois,Marion,IL,Illinois
Oconto_Wisconsin,Oconto,WI,Wisconsin
Clinton_Illinois,Clinton,IL,Illinois
Chippewa_Michigan,Chippewa,MI,Michigan
Yadkin_North Carolina,Yadkin,NC,North Carolina
Colleton_South Carolina,Colleton,SC,South Carolina
Douglas_Minnesota,Douglas,MN,Minnesota
Essex_New York,Essex,NY,New York
Independence_Arkansas,Independence,AR,Arkansas
Dyer_Tennessee,Dyer,TN,Tennessee
Putnam_Indiana,Putnam,IN,Indiana
Boone_Arkansas,Boone,AR,Arkansas
Graves_Kentucky,Graves,KY,Kentucky
Gloucester_Virginia,Gloucester,VA,Virginia
Alexander_North Carolina,Alexander,NC,North Carolina
Covington_Alabama,Covington,AL,Alabama
Talbot_Maryland,Talbot,MD,Maryland
Alcorn_Mississippi,Alcorn,MS,Mississippi
Knox_Indiana,Knox,IN,Indiana
Bryan_Georgia,Bryan,GA,Georgia
Escambia_Alabama,Escambia,AL,Alabama
Beauregard_Louisiana,Beauregard,LA,Louisiana
Jasper_Iowa,Jasper,IA,Iowa
DeSoto_Florida,DeSoto,FL,Florida
Green_Wisconsin,Green,WI,Wisconsin
Addison_Vermont,Addison,VT,Vermont
Greene_Pennsylvania,Greene,PA,Pennsylvania
Williams_Ohio,Williams,OH,Ohio
Matagorda_Texas,Matagorda,TX,Texas
Finney_Kansas,Finney,KS,Kansas
Steele_Minnesota,Steele,MN,Minnesota
Dodge_Nebraska,Dodge,NE,Nebraska
Isle of Wight_Virginia,Isle of Wight,VA,Virginia
Coshocton_Ohio,Coshocton,OH,Ohio
Webster_Iowa,Webster,IA,Iowa
Hopkins_Texas,Hopkins,TX,Texas
Floyd_Kentucky,Floyd,KY,Kentucky
Huntington_Indiana,Huntington,IN,Indiana
Howard_Texas,Howard,TX,Texas
Dare_North Carolina,Dare,NC,North Carolina
Whitley_Kentucky,Whitley,KY,Kentucky
Uintah_Utah,Uintah,UT,Utah
Scotts Bluff_Nebraska,Scotts Bluff,NE,Nebraska
Houghton_Michigan,Houghton,MI,Michigan
Louisa_Virginia,Louisa,VA,Virginia
Livingston_Illinois,Livingston,IL,Illinois
Delta_Michigan,Delta,MI,Michigan
Perry_Ohio,Perry,OH,Ohio
Orange_Virginia,Orange,VA,Virginia
Clark_Kentucky,Clark,KY,Kentucky
McLeod_Minnesota,McLeod,MN,Minnesota
Miami_Indiana,Miami,IN,Indiana
Bennington_Vermont,Bennington,VT,Vermont
Hill_Texas,Hill,TX,Texas
Monroe_Mississippi,Monroe,MS,Mississippi
Carlton_Minnesota,Carlton,MN,Minnesota
Marshall_Mississippi,Marshall,MS,Mississippi
Ware_Georgia,Ware,GA,Georgia
Greenup_Kentucky,Greenup,KY,Kentucky
Cocke_Tennessee,Cocke,TN,Tennessee
Laclede_Missouri,Laclede,MO,Missouri
Barry_Missouri,Barry,MO,Missouri
Jasper_Texas,Jasper,TX,Texas
Sagadahoc_Maine,Sagadahoc,ME,Maine
Oneida_Wisconsin,Oneida,WI,Wisconsin
Adams_Indiana,Adams,IN,Indiana
Cowley_Kansas,Cowley,KS,Kansas
Lincoln_Nebraska,Lincoln,NE,Nebraska
Williams_North Dakota,Williams,ND,North Dakota
Washington_Texas,Washington,TX,Texas
Greenbrier_West Virginia,Greenbrier,WV,West Virginia
Wapello_Iowa,Wapello,IA,Iowa
Fulton_Illinois,Fulton,IL,Illinois
Madison_Nebraska,Madison,NE,Nebraska
Scotland_North Carolina,Scotland,NC,North Carolina
Morrow_Ohio,Morrow,OH,Ohio
Lincoln_Oklahoma,Lincoln,OK,Oklahoma
Sioux_Iowa,Sioux,IA,Iowa
Macon_North Carolina,Macon,NC,North Carolina
Silver Bow_Montana,Silver Bow,MT,Montana
Brookings_South Dakota,Brookings,SD,South Dakota
Clark_Wisconsin,Clark,WI,Wisconsin
Halifax_Virginia,Halifax,VA,Virginia
Fannin_Texas,Fannin,TX,Texas
Harvey_Kansas,Harvey,KS,Kansas
Steuben_Indiana,Steuben,IN,Indiana
Warren_Missouri,Warren,MO,Missouri
Seneca_New York,Seneca,NY,New York
Lee_Illinois,Lee,IL,Illinois
Lincoln_Mississippi,Lincoln,MS,Mississippi
Morgan_Illinois,Morgan,IL,Illinois
Lee_Iowa,Lee,IA,Iowa
Lincoln_Maine,Lincoln,ME,Maine
Panola_Mississippi,Panola,MS,Mississippi
Pulaski_Virginia,Pulaski,VA,Virginia
Ford_Kansas,Ford,KS,Kansas
Monroe_Illinois,Monroe,IL,Illinois
Effingham_Illinois,Effingham,IL,Illinois
Harris_Georgia,Harris,GA,Georgia
Geary_Kansas,Geary,KS,Kansas
Becker_Minnesota,Becker,MN,Minnesota
Clarendon_South Carolina,Clarendon,SC,South Carolina
Nicollet_Minnesota,Nicollet,MN,Minnesota
Lincoln_Tennessee,Lincoln,TN,Tennessee
Putnam_Ohio,Putnam,OH,Ohio
Hale_Texas,Hale,TX,Texas
Transylvania_North Carolina,Transylvania,NC,North Carolina
Whitley_Indiana,Whitley,IN,Indiana
Preston_West Virginia,Preston,WV,West Virginia
Chambers_Alabama,Chambers,AL,Alabama
Gibson_Indiana,Gibson,IN,Indiana
Hot Spring_Arkansas,Hot Spring,AR,Arkansas
Evangeline_Louisiana,Evangeline,LA,Louisiana
Weakley_Tennessee,Weakley,TN,Tennessee
Jasper_Indiana,Jasper,IN,Indiana
Miami_Kansas,Miami,KS,Kansas
Bladen_North Carolina,Bladen,NC,North Carolina
Botetourt_Virginia,Botetourt,VA,Virginia
Pike_Alabama,Pike,AL,Alabama
Wexford_Michigan,Wexford,MI,Michigan
Lyon_Kansas,Lyon,KS,Kansas
Platte_Nebraska,Platte,NE,Nebraska
Marion_Iowa,Marion,IA,Iowa
Logan_West Virginia,Logan,WV,West Virginia
Bureau_Illinois,Bureau,IL,Illinois
Daviess_Indiana,Daviess,IN,Indiana
Emmet_Michigan,Emmet,MI,Michigan
Morrison_Minnesota,Morrison,MN,Minnesota
Lawrence_Alabama,Lawrence,AL,Alabama
Caroline_Maryland,Caroline,MD,Maryland
McCurtain_Oklahoma,McCurtain,OK,Oklahoma
Marshall_Tennessee,Marshall,TN,Tennessee
Christian_Illinois,Christian,IL,Illinois
Iberville_Louisiana,Iberville,LA,Louisiana
Taos_New Mexico,Taos,NM,New Mexico
Rhea_Tennessee,Rhea,TN,Tennessee
Accomack_Virginia,Accomack,VA,Virginia
Titus_Texas,Titus,TX,Texas
Bee_Texas,Bee,TX,Texas
Lafayette_Missouri,Lafayette,MO,Missouri
Montgomery_Kansas,Montgomery,KS,Kansas
Jackson_Ohio,Jackson,OH,Ohio
Lumpkin_Georgia,Lumpkin,GA,Georgia
Wakulla_Florida,Wakulla,FL,Florida
Chester_South Carolina,Chester,SC,South Carolina
Randolph_Illinois,Randolph,IL,Illinois
Henry_Tennessee,Henry,TN,Tennessee
Clinton_Indiana,Clinton,IN,Indiana
Juneau_Alaska,Juneau,AK,Alaska
Jefferson_Indiana,Jefferson,IN,Indiana
Greene_Indiana,Greene,IN,Indiana
Dorchester_Maryland,Dorchester,MD,Maryland
Bolivar_Mississippi,Bolivar,MS,Mississippi
Amherst_Virginia,Amherst,VA,Virginia
Polk_Missouri,Polk,MO,Missouri
Coos_New Hampshire,Coos,NH,New Hampshire
Claiborne_Tennessee,Claiborne,TN,Tennessee
Wasatch_Utah,Wasatch,UT,Utah
Pontotoc_Mississippi,Pontotoc,MS,Mississippi
Stone_Missouri,Stone,MO,Missouri
Adams_Nebraska,Adams,NE,Nebraska
Polk_Minnesota,Polk,MN,Minnesota
Washington_Maine,Washington,ME,Maine
Franklin_Alabama,Franklin,AL,Alabama
Ottawa_Oklahoma,Ottawa,OK,Oklahoma
Jefferson Davis_Louisiana,Jefferson Davis,LA,Louisiana
Hardin_Ohio,Hardin,OH,Ohio
Wabash_Indiana,Wabash,IN,Indiana
Pickens_Georgia,Pickens,GA,Georgia
Knox_Kentucky,Knox,KY,Kentucky
Petersburg_Virginia,Petersburg,VA,Virginia
Huron_Michigan,Huron,MI,Michigan
Williamsburg_South Carolina,Williamsburg,SC,South Carolina
Marion_South Carolina,Marion,SC,South Carolina
Marshall_West Virginia,Marshall,WV,West Virginia
Jefferson_Washington,Jefferson,WA,Washington
